level_0,index,Year,Month,Reporter,Trade_Flow,Partner,HS_Code,Commodity,Trade_Value_USD,Category,Sector,Tariff_Rate (%)
0,0,2017,52,USA,Export,China,203,"Meat of swine; fresh, chilled or frozen",237191006,Pork,Agriculture,0.0
1,1,2017,52,USA,Import,China,1001,Wheat and meslin,10386,Wheat,Agriculture,0.0
2,2,2017,52,USA,Export,China,1001,Wheat and meslin,353198006,Wheat,Agriculture,0.0
3,3,2017,52,USA,Import,China,1005,Maize (corn),141188,Maize (Corn),Agriculture,0.0
4,4,2017,52,USA,Export,China,1005,Maize (corn),151883243,Maize (Corn),Agriculture,0.0
5,5,2017,52,USA,Import,China,1007,Grain sorghum,130995,Grain Sorghum,Agriculture,0.0
6,6,2017,52,USA,Export,China,1007,Grain sorghum,839459244,Grain Sorghum,Agriculture,0.0
7,7,2017,52,USA,Import,China,1201,"Soya beans, whether or not broken",9692475,Soybeans,Agriculture,0.0
8,8,2017,52,USA,Export,China,1201,"Soya beans, whether or not broken",12224802399,Soybeans,Agriculture,0.0
9,9,2017,52,USA,Import,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",51060671047,Computers & Data Processing,Technology,0.0
10,10,2017,52,USA,Export,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",1361155055,Computers & Data Processing,Technology,0.0
11,11,2017,52,USA,Import,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",72680322674,Telecommunication Equipment,Technology,0.0
12,12,2017,52,USA,Export,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",1578669192,Telecommunication Equipment,Technology,0.0
13,13,2017,52,USA,Import,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",2136959789,Semiconductors,Semiconductors,0.0
14,14,2017,52,USA,Export,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",620473294,Semiconductors,Semiconductors,0.0
15,15,2017,52,USA,Import,China,8542,Electronic integrated circuits,2752476698,Integrated Circuits (Semiconductors),Semiconductors,0.0
16,16,2017,52,USA,Export,China,8542,Electronic integrated circuits,5286480239,Integrated Circuits (Semiconductors),Semiconductors,0.0
17,17,2017,52,USA,Import,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",1822856110,Passenger Vehicles,Automobile,2.5
18,18,2017,52,USA,Export,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",10302144208,Passenger Vehicles,Automobile,2.5
19,19,2018,52,USA,Export,China,203,"Meat of swine; fresh, chilled or frozen",199087693,Pork,Agriculture,25.0
20,20,2018,52,USA,Import,China,1001,Wheat and meslin,23891,Wheat,Agriculture,25.0
21,21,2018,52,USA,Export,China,1001,Wheat and meslin,106195679,Wheat,Agriculture,25.0
22,22,2018,52,USA,Import,China,1005,Maize (corn),651026,Maize (Corn),Agriculture,25.0
23,23,2018,52,USA,Export,China,1005,Maize (corn),59176719,Maize (Corn),Agriculture,25.0
24,24,2018,52,USA,Import,China,1007,Grain sorghum,205418,Grain Sorghum,Agriculture,25.0
25,25,2018,52,USA,Export,China,1007,Grain sorghum,521252410,Grain Sorghum,Agriculture,25.0
26,26,2018,52,USA,Import,China,1201,"Soya beans, whether or not broken",10412177,Soybeans,Agriculture,25.0
27,27,2018,52,USA,Export,China,1201,"Soya beans, whether or not broken",3119336276,Soybeans,Agriculture,25.0
28,28,2018,52,USA,Import,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",52434760978,Computers & Data Processing,Technology,25.0
29,29,2018,52,USA,Export,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",1323098689,Computers & Data Processing,Technology,25.0
30,30,2018,52,USA,Import,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",72845175449,Telecommunication Equipment,Technology,25.0
31,31,2018,52,USA,Export,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",1065850046,Telecommunication Equipment,Technology,25.0
32,32,2018,52,USA,Import,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",1461718471,Semiconductors,Semiconductors,25.0
33,33,2018,52,USA,Export,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",771227454,Semiconductors,Semiconductors,25.0
34,34,2018,52,USA,Import,China,8542,Electronic integrated circuits,3196152668,Integrated Circuits (Semiconductors),Semiconductors,25.0
35,35,2018,52,USA,Export,China,8542,Electronic integrated circuits,6097065778,Integrated Circuits (Semiconductors),Semiconductors,25.0
36,36,2018,52,USA,Import,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",2410965241,Passenger Vehicles,Automobile,2.5
37,37,2018,52,USA,Export,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",6665598570,Passenger Vehicles,Automobile,2.5
38,38,2019,52,USA,Export,China,203,"Meat of swine; fresh, chilled or frozen",855627026,Pork,Agriculture,25.0
39,39,2019,52,USA,Import,China,1001,Wheat and meslin,2518,Wheat,Agriculture,25.0
40,40,2019,52,USA,Export,China,1001,Wheat and meslin,55538748,Wheat,Agriculture,25.0
41,41,2019,52,USA,Import,China,1005,Maize (corn),91507,Maize (Corn),Agriculture,25.0
42,42,2019,52,USA,Export,China,1005,Maize (corn),55746109,Maize (Corn),Agriculture,25.0
43,43,2019,52,USA,Import,China,1007,Grain sorghum,56663,Grain Sorghum,Agriculture,25.0
44,44,2019,52,USA,Export,China,1007,Grain sorghum,191278893,Grain Sorghum,Agriculture,25.0
45,45,2019,52,USA,Import,China,1201,"Soya beans, whether or not broken",2656415,Soybeans,Agriculture,25.0
46,46,2019,52,USA,Export,China,1201,"Soya beans, whether or not broken",7988877001,Soybeans,Agriculture,25.0
47,47,2019,52,USA,Import,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",45565993861,Computers & Data Processing,Technology,25.0
48,48,2019,52,USA,Export,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",1090891125,Computers & Data Processing,Technology,25.0
49,49,2019,52,USA,Import,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",60283285634,Telecommunication Equipment,Technology,25.0
50,50,2019,52,USA,Export,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",920987189,Telecommunication Equipment,Technology,25.0
51,51,2019,52,USA,Import,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",966112944,Semiconductors,Semiconductors,25.0
52,52,2019,52,USA,Export,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",782073007,Semiconductors,Semiconductors,25.0
53,53,2019,52,USA,Import,China,8542,Electronic integrated circuits,1576849627,Integrated Circuits (Semiconductors),Semiconductors,25.0
54,54,2019,52,USA,Export,China,8542,Electronic integrated circuits,8149174035,Integrated Circuits (Semiconductors),Semiconductors,25.0
55,55,2019,52,USA,Import,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",1797212882,Passenger Vehicles,Automobile,2.5
56,56,2019,52,USA,Export,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",7241881169,Passenger Vehicles,Automobile,2.5
57,57,2020,52,USA,Import,China,203,"Meat of swine; fresh, chilled or frozen",167178,Pork,Agriculture,25.0
58,58,2020,52,USA,Export,China,203,"Meat of swine; fresh, chilled or frozen",1648573996,Pork,Agriculture,25.0
59,59,2020,52,USA,Export,China,1001,Wheat and meslin,569916561,Wheat,Agriculture,25.0
60,60,2020,52,USA,Import,China,1005,Maize (corn),154351,Maize (Corn),Agriculture,25.0
61,61,2020,52,USA,Export,China,1005,Maize (corn),1206361787,Maize (Corn),Agriculture,25.0
62,62,2020,52,USA,Import,China,1007,Grain sorghum,42011,Grain Sorghum,Agriculture,25.0
63,63,2020,52,USA,Export,China,1007,Grain sorghum,1152697017,Grain Sorghum,Agriculture,25.0
64,64,2020,52,USA,Import,China,1201,"Soya beans, whether or not broken",2285790,Soybeans,Agriculture,25.0
65,65,2020,52,USA,Export,China,1201,"Soya beans, whether or not broken",14202646345,Soybeans,Agriculture,25.0
66,66,2020,52,USA,Import,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",53799529661,Computers & Data Processing,Technology,25.0
67,67,2020,52,USA,Export,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",1099686473,Computers & Data Processing,Technology,25.0
68,68,2020,52,USA,Import,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",53733638032,Telecommunication Equipment,Technology,25.0
69,69,2020,52,USA,Export,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",811893456,Telecommunication Equipment,Technology,25.0
70,70,2020,52,USA,Import,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",1076662785,Semiconductors,Semiconductors,25.0
71,71,2020,52,USA,Export,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",872528143,Semiconductors,Semiconductors,25.0
72,72,2020,52,USA,Import,China,8542,Electronic integrated circuits,1802352660,Integrated Circuits (Semiconductors),Semiconductors,25.0
73,73,2020,52,USA,Export,China,8542,Electronic integrated circuits,10161501336,Integrated Circuits (Semiconductors),Semiconductors,25.0
74,74,2020,52,USA,Import,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",1689004306,Passenger Vehicles,Automobile,2.5
75,75,2020,52,USA,Export,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",6097534002,Passenger Vehicles,Automobile,2.5
76,76,2021,52,USA,Import,China,203,"Meat of swine; fresh, chilled or frozen",357458,Pork,Agriculture,25.0
77,77,2021,52,USA,Export,China,203,"Meat of swine; fresh, chilled or frozen",890386466,Pork,Agriculture,25.0
78,78,2021,52,USA,Import,China,1001,Wheat and meslin,4682,Wheat,Agriculture,25.0
79,79,2021,52,USA,Export,China,1001,Wheat and meslin,802540456,Wheat,Agriculture,25.0
80,80,2021,52,USA,Import,China,1005,Maize (corn),153544,Maize (Corn),Agriculture,25.0
81,81,2021,52,USA,Export,China,1005,Maize (corn),5099468571,Maize (Corn),Agriculture,25.0
82,82,2021,52,USA,Import,China,1007,Grain sorghum,21865,Grain Sorghum,Agriculture,25.0
83,83,2021,52,USA,Export,China,1007,Grain sorghum,1863426965,Grain Sorghum,Agriculture,25.0
84,84,2021,52,USA,Import,China,1201,"Soya beans, whether or not broken",2777982,Soybeans,Agriculture,25.0
85,85,2021,52,USA,Export,China,1201,"Soya beans, whether or not broken",14102154082,Soybeans,Agriculture,25.0
86,86,2021,52,USA,Import,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",62540218713,Computers & Data Processing,Technology,25.0
87,87,2021,52,USA,Export,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",1161150579,Computers & Data Processing,Technology,25.0
88,88,2021,52,USA,Import,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",61565832221,Telecommunication Equipment,Technology,25.0
89,89,2021,52,USA,Export,China,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",881996527,Telecommunication Equipment,Technology,25.0
90,90,2021,52,USA,Import,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",907497579,Semiconductors,Semiconductors,25.0
91,91,2021,52,USA,Export,China,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",874265596,Semiconductors,Semiconductors,25.0
92,92,2021,52,USA,Import,China,8542,Electronic integrated circuits,2359692512,Integrated Circuits (Semiconductors),Semiconductors,25.0
93,93,2021,52,USA,Export,China,8542,Electronic integrated circuits,12265289590,Integrated Circuits (Semiconductors),Semiconductors,25.0
94,94,2021,52,USA,Import,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",2136518233,Passenger Vehicles,Automobile,2.5
95,95,2021,52,USA,Export,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",6600661749,Passenger Vehicles,Automobile,2.5
96,96,2022,52,USA,Export,China,203,"Meat of swine; fresh, chilled or frozen",518618132,Pork,Agriculture,25.0
97,97,2022,52,USA,Export,China,1001,Wheat and meslin,395178308,Wheat,Agriculture,25.0
98,98,2022,52,USA,Import,China,1005,Maize (corn),158960,Maize (Corn),Agriculture,25.0
99,99,2022,52,USA,Export,China,1005,Maize (corn),5261607149,Maize (Corn),Agriculture,25.0
100,100,2022,52,USA,Import,China,1007,Grain sorghum,48462,Grain Sorghum,Agriculture,25.0
101,101,2022,52,USA,Export,China,1007,Grain sorghum,1829662677,Grain Sorghum,Agriculture,25.0
102,102,2022,52,USA,Import,China,1201,"Soya beans, whether or not broken",4926175,Soybeans,Agriculture,25.0
103,103,2022,52,USA,Export,China,1201,"Soya beans, whether or not broken",17871585339,Soybeans,Agriculture,25.0
104,104,2022,52,USA,Import,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",55773176577,Computers & Data Processing,Technology,25.0
105,105,2022,52,USA,Export,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",1102575166,Computers & Data Processing,Technology,25.0
106,106,2022,52,USA,Import,China,8517,"Telephone sets, including smartphones and other telephones for cellular/wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",64403930804,Telecommunication Equipment,Technology,25.0
107,107,2022,52,USA,Export,China,8517,"Telephone sets, including smartphones and other telephones for cellular/wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",769836390,Telecommunication Equipment,Technology,25.0
108,108,2022,52,USA,Import,China,8541,"Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals",1076531398,Semiconductors,Semiconductors,25.0
109,109,2022,52,USA,Export,China,8541,"Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals",824668999,Semiconductors,Semiconductors,25.0
110,110,2022,52,USA,Import,China,8542,Electronic integrated circuits,2613136720,Integrated Circuits (Semiconductors),Semiconductors,25.0
111,111,2022,52,USA,Export,China,8542,Electronic integrated circuits,9418091601,Integrated Circuits (Semiconductors),Semiconductors,25.0
112,112,2022,52,USA,Import,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",2551571197,Passenger Vehicles,Automobile,2.5
113,113,2022,52,USA,Export,China,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",5470955165,Passenger Vehicles,Automobile,2.5
114,114,2023,52,USA,Export,China,203,"Meat of swine; fresh, chilled or frozen",386499622,Pork,Agriculture,25.0
115,115,2023,52,USA,Export,China,1001,Wheat and meslin,393888140,Wheat,Agriculture,25.0
116,116,2023,52,USA,Import,China,1005,Maize (corn),135887,Maize (Corn),Agriculture,25.0
117,117,2023,52,USA,Export,China,1005,Maize (corn),1656986698,Maize (Corn),Agriculture,25.0
118,118,2023,52,USA,Import,China,1007,Grain sorghum,22047,Grain Sorghum,Agriculture,25.0
119,119,2023,52,USA,Export,China,1007,Grain sorghum,1187325963,Grain Sorghum,Agriculture,25.0
120,120,2023,52,USA,Import,China,1201,"Soya beans, whether or not broken",2490569,Soybeans,Agriculture,25.0
121,121,2023,52,USA,Export,China,1201,"Soya beans, whether or not broken",15163713089,Soybeans,Agriculture,25.0
122,122,2023,52,USA,Import,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",39640518148,Computers & Data Processing,Technology,25.0
123,123,2023,52,USA,Export,China,8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",1109765579,Computers & Data Processing,Technology,25.0
124,124,2023,52,USA,Import,China,8517,"Telephone sets, including smartphones and other telephones for cellular/wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",55216749072,Telecommunication Equipment,Technology,25.0
125,125,2023,52,USA,Export,China,8517,"Telephone sets, including smartphones and other telephones for cellular/wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",845999786,Telecommunication Equipment,Technology,25.0
126,126,2023,52,USA,Import,China,8541,"Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals",722919755,Semiconductors,Semiconductors,25.0
127,127,2023,52,USA,Export,China,8541,"Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals",874537417,Semiconductors,Semiconductors,25.0
128,128,2023,52,USA,Import,China,8542,Electronic integrated circuits,1845664125,Integrated Circuits (Semiconductors),Semiconductors,25.0
129,129,2023,52,USA,Export,China,8542,Electronic integrated circuits,5134039304,Integrated Circuits (Semiconductors),Semiconductors,25.0
