level_0,index,Year,Month,Reporter,Trade_Flow,Partner,HS_Code,Commodity,Trade_Value_USD,Category,Sector,Tariff_Rate (%)
238,238,2020,52,USA,Export,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",74914630,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
239,239,2020,52,USA,Import,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8332610251,Monitors & Television Receivers,Electronics,25.0
240,240,2020,52,USA,Export,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",27060543,Monitors & Television Receivers,Electronics,25.0
241,241,2020,52,USA,Import,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",8113237421,Vehicle Parts & Accessories,Automobile,25.0
242,242,2020,52,USA,Export,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",1935143893,Vehicle Parts & Accessories,Automobile,25.0
243,243,2020,52,USA,Import,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",2319149452,Medical & Surgical Instruments,Healthcare,25.0
244,244,2020,52,USA,Export,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",3101405246,Medical & Surgical Instruments,Healthcare,25.0
245,245,2021,52,USA,Export,China,2709,Petroleum oils and oils obtained from bituminous minerals; crude,5911305448,Crude Petroleum Oil,Energy,0.0
246,246,2021,52,USA,Import,China,2711,Petroleum gases and other gaseous hydrocarbons,2244538,Petroleum Gases (LNG/LPG),Energy,25.0
247,247,2021,52,USA,Export,China,2711,Petroleum gases and other gaseous hydrocarbons,6161081050,Petroleum Gases (LNG/LPG),Energy,25.0
248,248,2021,52,USA,Import,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",37209604,Alkali & Alkaline-Earth Metals,Chemicals,25.0
249,249,2021,52,USA,Export,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",4396777,Alkali & Alkaline-Earth Metals,Chemicals,25.0
250,250,2021,52,USA,Import,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",73953303,Rare-Earth Compounds,Critical Minerals,25.0
251,251,2021,52,USA,Export,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",279461349,Rare-Earth Compounds,Critical Minerals,25.0
252,252,2021,52,USA,Import,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",559900508,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
253,253,2021,52,USA,Export,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",30710488,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
254,254,2021,52,USA,Import,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",5435204580,Electric Batteries,Energy Storage,0.0
255,255,2021,52,USA,Export,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",85351711,Electric Batteries,Energy Storage,0.0
256,256,2021,52,USA,Import,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",5745138105,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
257,257,2021,52,USA,Export,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",97373745,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
258,258,2021,52,USA,Import,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",9641269093,Monitors & Television Receivers,Electronics,25.0
259,259,2021,52,USA,Export,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",30450181,Monitors & Television Receivers,Electronics,25.0
260,260,2021,52,USA,Import,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",10246837775,Vehicle Parts & Accessories,Automobile,25.0
261,261,2021,52,USA,Export,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",1764340764,Vehicle Parts & Accessories,Automobile,25.0
262,262,2021,52,USA,Import,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",2416000202,Medical & Surgical Instruments,Healthcare,25.0
263,263,2021,52,USA,Export,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",3742151179,Medical & Surgical Instruments,Healthcare,25.0
264,264,2022,52,USA,Export,China,2709,Petroleum oils and oils obtained from bituminous minerals; crude,6971487694,Crude Petroleum Oil,Energy,0.0
265,265,2022,52,USA,Import,China,2711,Petroleum gases and other gaseous hydrocarbons,2865609,Petroleum Gases (LNG/LPG),Energy,25.0
266,266,2022,52,USA,Export,China,2711,Petroleum gases and other gaseous hydrocarbons,3999618926,Petroleum Gases (LNG/LPG),Energy,25.0
267,267,2022,52,USA,Import,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",69792014,Alkali & Alkaline-Earth Metals,Chemicals,25.0
268,268,2022,52,USA,Export,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",7797479,Alkali & Alkaline-Earth Metals,Chemicals,25.0
269,269,2022,52,USA,Import,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",121694423,Rare-Earth Compounds,Critical Minerals,25.0
270,270,2022,52,USA,Export,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",516891786,Rare-Earth Compounds,Critical Minerals,25.0
271,271,2022,52,USA,Import,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",744580464,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
272,272,2022,52,USA,Export,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",40721510,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
273,273,2022,52,USA,Import,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",10922096723,Electric Batteries,Energy Storage,0.0
274,274,2022,52,USA,Export,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",92092577,Electric Batteries,Energy Storage,0.0
275,275,2022,52,USA,Import,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",6258053511,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
276,276,2022,52,USA,Export,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",94452506,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
277,277,2022,52,USA,Import,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",9584328757,Monitors & Television Receivers,Electronics,25.0
278,278,2022,52,USA,Export,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",45357125,Monitors & Television Receivers,Electronics,25.0
279,279,2022,52,USA,Import,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",11644238199,Vehicle Parts & Accessories,Automobile,25.0
280,280,2022,52,USA,Export,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",1541483192,Vehicle Parts & Accessories,Automobile,25.0
281,281,2022,52,USA,Import,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",2670596549,Medical & Surgical Instruments,Healthcare,25.0
282,282,2022,52,USA,Export,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",3763374534,Medical & Surgical Instruments,Healthcare,25.0
283,283,2023,52,USA,Export,China,2709,Petroleum oils and oils obtained from bituminous minerals; crude,13107151437,Crude Petroleum Oil,Energy,0.0
284,284,2023,52,USA,Import,China,2711,Petroleum gases and other gaseous hydrocarbons,1276469,Petroleum Gases (LNG/LPG),Energy,25.0
285,285,2023,52,USA,Export,China,2711,Petroleum gases and other gaseous hydrocarbons,4517381818,Petroleum Gases (LNG/LPG),Energy,25.0
286,286,2023,52,USA,Import,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",69495369,Alkali & Alkaline-Earth Metals,Chemicals,25.0
287,287,2023,52,USA,Export,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",12125577,Alkali & Alkaline-Earth Metals,Chemicals,25.0
288,288,2023,52,USA,Import,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",111168490,Rare-Earth Compounds,Critical Minerals,25.0
289,289,2023,52,USA,Export,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",318534259,Rare-Earth Compounds,Critical Minerals,25.0
290,290,2023,52,USA,Import,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",593359632,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
291,291,2023,52,USA,Export,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",68996099,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
292,292,2023,52,USA,Import,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",15840738065,Electric Batteries,Energy Storage,0.0
293,293,2023,52,USA,Export,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",86411804,Electric Batteries,Energy Storage,0.0
294,294,2023,52,USA,Import,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",5361385093,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
295,295,2023,52,USA,Export,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",88647576,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
296,296,2023,52,USA,Import,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",6807371129,Monitors & Television Receivers,Electronics,25.0
297,297,2023,52,USA,Export,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",47275317,Monitors & Television Receivers,Electronics,25.0
298,298,2023,52,USA,Import,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",9918736778,Vehicle Parts & Accessories,Automobile,25.0
299,299,2023,52,USA,Export,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",1485303330,Vehicle Parts & Accessories,Automobile,25.0
300,300,2023,52,USA,Import,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",2238235647,Medical & Surgical Instruments,Healthcare,25.0
301,301,2023,52,USA,Export,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",3657246381,Medical & Surgical Instruments,Healthcare,25.0
302,302,2024,52,USA,Export,China,2709,Petroleum oils and oils obtained from bituminous minerals; crude,6159562800,Crude Petroleum Oil,Energy,0.0
303,303,2024,52,USA,Import,China,2711,Petroleum gases and other gaseous hydrocarbons,4823370,Petroleum Gases (LNG/LPG),Energy,25.0
304,304,2024,52,USA,Export,China,2711,Petroleum gases and other gaseous hydrocarbons,6187023522,Petroleum Gases (LNG/LPG),Energy,25.0
305,305,2024,52,USA,Import,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",52301795,Alkali & Alkaline-Earth Metals,Chemicals,25.0
306,306,2024,52,USA,Export,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",18889389,Alkali & Alkaline-Earth Metals,Chemicals,25.0
307,307,2024,52,USA,Import,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",116100303,Rare-Earth Compounds,Critical Minerals,25.0
308,308,2024,52,USA,Export,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",191140826,Rare-Earth Compounds,Critical Minerals,25.0
309,309,2024,52,USA,Import,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",515853637,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
310,310,2024,52,USA,Export,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",68512762,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
311,311,2024,52,USA,Import,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",18141057771,Electric Batteries,Energy Storage,25.0
312,312,2024,52,USA,Export,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",76048181,Electric Batteries,Energy Storage,25.0
313,313,2024,52,USA,Import,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",5541676629,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
314,314,2024,52,USA,Export,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",103848593,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
315,315,2024,52,USA,Import,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",6995666017,Monitors & Television Receivers,Electronics,25.0
316,316,2024,52,USA,Export,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",41126201,Monitors & Television Receivers,Electronics,25.0
317,317,2024,52,USA,Import,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",10112546652,Vehicle Parts & Accessories,Automobile,25.0
318,318,2024,52,USA,Export,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",1295749403,Vehicle Parts & Accessories,Automobile,25.0
319,319,2024,52,USA,Import,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",2392111652,Medical & Surgical Instruments,Healthcare,25.0
320,320,2024,52,USA,Export,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",3460390445,Medical & Surgical Instruments,Healthcare,25.0
321,321,2025,52,USA,Import,China,2709,Petroleum oils and oils obtained from bituminous minerals; crude,31920,Crude Petroleum Oil,Energy,0.0
322,322,2025,52,USA,Export,China,2709,Petroleum oils and oils obtained from bituminous minerals; crude,626855615,Crude Petroleum Oil,Energy,0.0
323,323,2025,52,USA,Import,China,2711,Petroleum gases and other gaseous hydrocarbons,2633745,Petroleum Gases (LNG/LPG),Energy,25.0
324,324,2025,52,USA,Export,China,2711,Petroleum gases and other gaseous hydrocarbons,3389916779,Petroleum Gases (LNG/LPG),Energy,25.0
325,325,2025,52,USA,Import,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",37417514,Alkali & Alkaline-Earth Metals,Chemicals,25.0
326,326,2025,52,USA,Export,China,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",4959449,Alkali & Alkaline-Earth Metals,Chemicals,25.0
327,327,2025,52,USA,Import,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",109164756,Rare-Earth Compounds,Critical Minerals,25.0
328,328,2025,52,USA,Export,China,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",68467737,Rare-Earth Compounds,Critical Minerals,25.0
329,329,2025,52,USA,Import,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",450711304,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
330,330,2025,52,USA,Export,China,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",70615141,Electromagnets & Magnetic Devices,Industrial Equipment,25.0
331,331,2025,52,USA,Import,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",12975703035,Electric Batteries,Energy Storage,25.0
332,332,2025,52,USA,Export,China,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",57911962,Electric Batteries,Energy Storage,25.0
333,333,2025,52,USA,Import,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",2836485800,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
334,334,2025,52,USA,Export,China,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",90229790,Audio Equipment (Speakers & Microphones),Consumer Electronics,25.0
335,335,2025,52,USA,Import,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",3432997789,Monitors & Television Receivers,Electronics,25.0
336,336,2025,52,USA,Export,China,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",43029739,Monitors & Television Receivers,Electronics,25.0
337,337,2025,52,USA,Import,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",8806924303,Vehicle Parts & Accessories,Automobile,25.0
338,338,2025,52,USA,Export,China,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",684421101,Vehicle Parts & Accessories,Automobile,25.0
339,339,2025,52,USA,Import,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",2382148920,Medical & Surgical Instruments,Healthcare,25.0
340,340,2025,52,USA,Export,China,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",3468876779,Medical & Surgical Instruments,Healthcare,25.0
